Name,AH.d1,AH.d3,SC.d1,SC.d3
aug_v2a.11723,0,0,1,0
aug_v2a.03587,0,0,1,0
aug_v2a.02111,0,0,1,0
aug_v2a.02661,0,0,1,0
aug_v2a.14788,0,0,1,0
aug_v2a.19233,1,0,1,0
aug_v2a.23348,0,0,1,0
aug_v2a.03051,0,0,1,0
aug_v2a.17971,0,0,1,0
aug_v2a.07187,0,0,1,0
aug_v2a.03078,0,0,1,0
aug_v2a.06262,0,0,1,0
aug_v2a.07031,0,0,1,0
aug_v2a.10444,1,1,1,0
aug_v2a.06376,0,0,1,0
aug_v2a.15955,0,0,1,0
aug_v2a.08855,0,0,1,0
aug_v2a.18093,0,0,1,0
aug_v2a.18637,1,0,1,0
aug_v2a.00999,0,0,1,0
aug_v2a.09488,0,0,1,0
aug_v2a.08496,0,0,1,0
aug_v2a.21303,0,0,1,0
aug_v2a.17982,0,0,1,0
aug_v2a.14914,0,0,1,0
aug_v2a.10424,0,0,1,0
aug_v2a.03703,0,0,1,0
aug_v2a.02097,0,0,1,0
aug_v2a.01162,0,0,1,0
aug_v2a.02919,0,0,1,0
aug_v2a.05453,1,0,1,0
aug_v2a.02766,0,0,1,0
aug_v2a.04903,1,0,1,0
aug_v2a.00466,0,0,1,0
aug_v2a.18520,0,1,1,0
aug_v2a.09618,1,1,1,0
aug_v2a.11165,1,1,1,0
aug_v2a.00055,1,1,1,0
aug_v2a.18608,0,0,1,0
aug_v2a.23097,0,0,1,0
aug_v2a.18699,0,0,1,0
aug_v2a.21256,0,0,1,0
aug_v2a.21967,1,0,1,0
aug_v2a.21839,1,1,1,0
aug_v2a.04092,1,0,1,0
aug_v2a.05221,0,0,1,0
aug_v2a.24711,1,0,1,0
aug_v2a.10675,0,0,1,0
aug_v2a.05953,1,1,1,0
aug_v2a.02656,0,0,1,0
aug_v2a.04487,0,1,1,0
aug_v2a.01937,0,0,1,0
aug_v2a.04109,0,0,1,0
aug_v2a.18858,0,0,1,0
aug_v2a.19037,1,1,1,0
aug_v2a.00614,0,0,1,0
aug_v2a.10798,1,0,1,0
aug_v2a.07820,0,0,1,0
aug_v2a.02761,0,1,1,0
aug_v2a.16076,0,0,1,0
aug_v2a.24535,1,1,1,0
aug_v2a.10168,1,1,1,0
aug_v2a.02314,0,0,1,0
aug_v2a.00800,1,1,1,0
aug_v2a.02276,0,1,1,0
aug_v2a.00181,0,0,1,0
aug_v2a.17894,0,0,1,0
aug_v2a.11284,1,0,1,1
aug_v2a.10504,0,0,1,0
aug_v2a.05997,0,0,1,0
aug_v2a.22263,0,0,1,0
aug_v2a.20245,0,0,1,0
aug_v2a.01789,0,0,1,0
aug_v2a.03134,0,0,1,0
aug_v2a.11814,0,0,1,0
aug_v2a.05691,1,1,1,0
aug_v2a.20171,0,0,1,0
aug_v2a.03940,0,0,1,0
aug_v2a.01102,1,1,1,0
aug_v2a.12640,0,0,1,0
aug_v2a.08527,1,1,1,0
aug_v2a.03318,0,0,1,0
aug_v2a.01907,0,0,1,0
aug_v2a.11784,0,0,1,0
aug_v2a.20983,1,0,1,0
aug_v2a.00007,0,0,1,0
aug_v2a.21012,0,0,1,0
aug_v2a.05594,0,0,1,0
aug_v2a.02327,0,0,1,0
aug_v2a.04434,1,1,1,0
aug_v2a.20479,0,0,1,0
aug_v2a.18208,1,0,1,0
aug_v2a.21938,1,1,1,0
aug_v2a.14259,0,0,1,0
aug_v2a.02529,0,0,1,0
aug_v2a.05284,0,0,1,0
aug_v2a.04500,0,0,1,1
aug_v2a.03982,0,1,1,0
aug_v2a.08613,0,0,1,0
aug_v2a.14677,1,1,1,0
aug_v2a.18628,0,0,1,0
aug_v2a.08943,0,0,1,0
aug_v2a.21563,0,0,1,0
aug_v2a.01799,0,0,1,0
aug_v2a.10910,0,1,1,0
aug_v2a.19722,0,0,1,0
aug_v2a.14967,1,1,1,0
aug_v2a.17343,0,0,1,0
aug_v2a.05959,1,0,1,0
aug_v2a.10459,0,0,1,1
aug_v2a.24661,0,0,1,0
aug_v2a.06301,0,1,1,1
aug_v2a.07076,0,0,1,0
aug_v2a.22262,0,0,1,0
aug_v2a.18989,0,0,1,0
aug_v2a.12592,0,0,1,0
aug_v2a.15049,0,0,1,0
aug_v2a.08507,0,0,1,0
aug_v2a.08546,0,0,1,0
aug_v2a.18084,1,0,1,0
aug_v2a.07931,0,1,1,0
aug_v2a.16767,1,0,1,0
aug_v2a.15346,0,1,1,0
aug_v2a.08230,0,0,1,0
aug_v2a.23423,1,0,1,0
aug_v2a.08107,0,0,1,0
aug_v2a.09928,1,1,1,0
aug_v2a.13196,1,1,1,0
aug_v2a.12659,1,0,1,0
aug_v2a.05519,0,0,1,0
aug_v2a.18712,0,1,1,0
aug_v2a.20029,0,0,1,0
aug_v2a.03722,0,0,1,0
aug_v2a.15119,0,0,1,0
aug_v2a.08643,0,0,1,0
aug_v2a.14005,1,0,1,0
aug_v2a.21029,0,0,1,0
aug_v2a.15333,0,0,1,0
aug_v2a.12352,0,0,1,0
aug_v2a.19687,0,0,1,0
aug_v2a.00440,1,0,1,1
aug_v2a.11010,1,1,1,0
aug_v2a.22534,0,0,1,0
aug_v2a.05028,0,0,1,0
aug_v2a.13861,0,0,1,0
aug_v2a.01376,1,0,1,0
aug_v2a.09640,1,1,1,0
aug_v2a.16511,0,0,1,0
aug_v2a.08102,0,0,1,0
aug_v2a.19688,0,0,1,0
aug_v2a.22364,0,0,1,0
aug_v2a.24148,0,0,1,0
aug_v2a.05307,0,0,1,0
aug_v2a.15079,0,0,1,1
aug_v2a.14562,1,0,1,0
aug_v2a.04519,0,0,1,0
aug_v2a.07818,0,0,1,0
aug_v2a.13716,0,0,1,0
aug_v2a.02757,1,0,1,0
aug_v2a.01721,0,0,1,0
aug_v2a.24669,1,0,1,0
aug_v2a.04051,0,1,1,0
aug_v2a.02755,1,1,1,0
aug_v2a.06588,1,0,1,0
aug_v2a.17711,0,0,1,0
aug_v2a.15570,0,0,1,0
aug_v2a.16652,0,0,1,1
aug_v2a.18998,0,0,1,0
aug_v2a.03272,0,1,1,0
aug_v2a.23402,0,0,1,0
aug_v2a.23733,0,0,1,1
aug_v2a.22540,1,0,1,0
aug_v2a.21959,1,0,1,0
aug_v2a.23098,0,1,1,0
aug_v2a.20764,0,0,1,0
aug_v2a.01394,1,0,1,0
aug_v2a.05430,0,0,1,0
aug_v2a.19083,0,0,1,0
aug_v2a.05711,0,0,1,0
aug_v2a.06810,0,0,1,0
aug_v2a.10095,1,0,1,0
aug_v2a.23915,1,1,1,1
aug_v2a.08119,1,1,1,1
aug_v2a.16926,0,0,1,0
aug_v2a.12266,1,1,1,0
aug_v2a.06947,0,0,1,0
aug_v2a.16131,0,0,1,0
aug_v2a.11637,0,0,1,1
aug_v2a.21417,0,0,1,0
aug_v2a.05231,0,0,1,0
aug_v2a.14717,1,0,1,0
aug_v2a.04168,0,0,1,0
aug_v2a.18322,0,0,1,0
aug_v2a.10056,0,0,1,0
aug_v2a.01415,1,1,1,1
aug_v2a.07819,0,0,1,0
aug_v2a.16154,0,0,1,0
aug_v2a.01426,0,0,1,0
aug_v2a.11327,1,0,1,1
aug_v2a.19694,1,0,1,0
aug_v2a.00292,0,0,1,0
aug_v2a.11434,0,0,1,0
aug_v2a.12819,1,0,1,1
aug_v2a.11435,1,0,1,0
aug_v2a.24670,0,0,1,1
aug_v2a.21445,0,0,1,0
aug_v2a.15182,0,0,1,0
aug_v2a.01492,1,0,1,0
aug_v2a.00993,1,0,1,0
aug_v2a.24617,0,1,1,0
aug_v2a.15842,0,0,1,0
aug_v2a.12360,1,0,1,0
aug_v2a.06497,0,0,1,0
aug_v2a.04169,0,0,1,0
aug_v2a.07037,0,0,1,0
aug_v2a.12794,0,0,1,1
aug_v2a.21629,0,0,1,0
aug_v2a.11019,0,0,1,0
aug_v2a.14491,1,1,1,1
aug_v2a.13198,1,0,1,0
aug_v2a.06380,0,0,1,1
aug_v2a.16314,1,1,1,0
aug_v2a.16701,1,0,1,0
aug_v2a.07396,1,0,1,0
aug_v2a.03515,0,0,1,0
aug_v2a.05730,1,0,1,0
aug_v2a.04190,0,0,1,0
aug_v2a.14083,0,0,1,0
aug_v2a.23953,1,0,1,0
aug_v2a.15588,0,0,1,1
aug_v2a.13367,1,0,1,0
aug_v2a.12889,1,1,1,0
aug_v2a.16730,1,1,1,0
aug_v2a.06404,1,0,1,0
aug_v2a.07598,1,0,1,0
aug_v2a.06517,1,0,1,0
aug_v2a.15981,0,0,1,1
aug_v2a.14071,1,0,1,0
aug_v2a.02357,0,0,1,0
aug_v2a.23825,1,0,1,0
aug_v2a.11816,0,0,1,1
aug_v2a.19511,0,1,1,0
aug_v2a.07496,0,0,1,0
aug_v2a.07041,0,0,1,0
aug_v2a.11604,0,0,1,0
aug_v2a.13208,1,0,1,0
aug_v2a.23542,1,0,1,0
aug_v2a.22451,0,0,1,0
aug_v2a.06233,0,0,1,0
aug_v2a.04220,0,0,1,1
aug_v2a.06916,0,0,1,0
aug_v2a.13432,0,0,1,0
aug_v2a.05308,0,0,1,0
aug_v2a.14567,1,1,1,0
aug_v2a.13978,0,0,1,1
aug_v2a.08887,1,0,1,1
aug_v2a.12639,0,0,1,1
aug_v2a.06763,1,0,1,0
aug_v2a.18796,1,0,1,0
aug_v2a.20794,0,0,1,1
aug_v2a.04630,0,0,1,0
aug_v2a.18263,1,0,1,0
aug_v2a.16436,0,0,1,0
aug_v2a.15013,1,1,1,0
aug_v2a.07727,1,0,1,0
aug_v2a.17828,0,0,1,0
aug_v2a.08077,1,0,1,0
aug_v2a.18135,1,0,1,0
aug_v2a.10394,1,0,1,0
aug_v2a.14137,0,0,1,0
aug_v2a.06368,0,0,1,0
aug_v2a.01930,0,0,1,0
aug_v2a.10750,0,0,1,0
aug_v2a.02505,0,0,1,0
aug_v2a.13746,1,1,1,0
aug_v2a.05063,0,0,1,1
aug_v2a.24630,1,0,1,0
aug_v2a.20323,0,0,1,1
aug_v2a.10336,0,0,1,0
aug_v2a.08948,0,0,1,0
aug_v2a.06761,1,0,1,0
aug_v2a.14502,1,0,1,0
aug_v2a.14936,0,0,1,1
aug_v2a.05342,0,0,1,0
aug_v2a.22486,0,0,1,1
aug_v2a.11123,1,0,1,0
aug_v2a.03698,0,0,1,1
aug_v2a.03545,1,0,0,0
aug_v2a.01645,0,0,0,1
aug_v2a.22629,1,0,0,0
aug_v2a.12530,1,0,0,0
aug_v2a.20830,1,0,0,0
aug_v2a.04968,1,1,0,0
aug_v2a.14499,1,0,0,0
aug_v2a.17558,1,0,0,0
aug_v2a.05233,1,0,0,0
aug_v2a.00044,1,0,0,0
aug_v2a.22015,1,0,0,0
aug_v2a.12427,0,0,0,1
aug_v2a.18075,1,0,0,0
aug_v2a.21765,0,0,0,1
aug_v2a.10448,0,0,0,1
aug_v2a.19246,1,0,0,0
aug_v2a.15457,1,0,0,0
aug_v2a.23582,1,0,0,0
aug_v2a.16138,1,0,0,0
aug_v2a.16087,1,0,0,0
aug_v2a.12822,1,0,0,0
aug_v2a.01391,1,0,0,0
aug_v2a.23344,0,0,0,1
aug_v2a.05339,1,1,0,0
aug_v2a.23738,1,0,0,0
aug_v2a.02998,1,0,0,0
aug_v2a.15946,1,1,0,1
aug_v2a.17948,1,0,0,0
aug_v2a.10317,0,0,0,1
aug_v2a.08877,0,0,0,1
aug_v2a.04280,1,1,0,0
aug_v2a.20789,1,1,0,0
aug_v2a.00857,1,0,0,0
aug_v2a.03396,0,1,0,1
aug_v2a.06050,1,0,0,0
aug_v2a.10478,1,0,0,0
aug_v2a.10618,1,0,0,0
aug_v2a.11471,1,0,0,0
aug_v2a.12780,0,1,0,0
aug_v2a.14169,1,1,0,0
aug_v2a.15154,1,1,0,0
aug_v2a.15737,0,1,0,0
aug_v2a.17084,1,1,0,0
aug_v2a.18161,1,0,0,0
aug_v2a.19871,1,1,0,0
aug_v2a.20624,1,0,0,0
aug_v2a.20798,1,0,0,0
aug_v2a.22304,1,0,0,0
aug_v2a.23637,1,0,0,0
aug_v2a.24269,1,0,0,0
aug_v2a.15321,0,0,0,1
aug_v2a.11383,0,1,0,0
aug_v2a.00313,1,0,0,0
aug_v2a.03109,1,0,0,0
aug_v2a.07059,0,1,0,0
aug_v2a.13127,1,0,0,0
aug_v2a.16062,1,0,0,0
aug_v2a.08038,0,0,0,1
aug_v2a.20879,1,0,0,0
aug_v2a.23393,1,0,0,0
aug_v2a.20758,1,0,0,0
aug_v2a.06386,1,0,0,0
aug_v2a.05528,0,1,0,1
aug_v2a.14306,1,0,0,0
aug_v2a.17176,0,0,0,1
aug_v2a.03739,1,0,0,0
aug_v2a.01446,1,0,0,0
aug_v2a.05752,0,0,0,1
aug_v2a.11667,0,0,0,1
aug_v2a.11668,0,0,0,1
aug_v2a.16651,0,0,0,1
aug_v2a.20075,0,0,0,1
aug_v2a.23301,1,0,0,0
aug_v2a.22265,1,0,0,0
aug_v2a.08638,1,1,0,0
aug_v2a.01390,1,1,0,0
aug_v2a.05927,1,0,0,0
aug_v2a.17610,1,0,0,0
aug_v2a.17643,1,0,0,1
aug_v2a.21091,1,0,0,0
aug_v2a.03903,1,0,0,0
aug_v2a.06645,0,0,0,1
aug_v2a.13207,1,0,0,0
aug_v2a.14634,1,0,0,0
aug_v2a.23394,0,0,0,1
aug_v2a.23261,0,0,0,1
aug_v2a.19578,1,0,0,0
aug_v2a.24284,1,0,0,0
aug_v2a.08938,1,0,0,0
aug_v2a.22958,1,0,0,0
aug_v2a.03910,0,0,0,1
aug_v2a.07619,1,0,0,0
aug_v2a.00837,1,0,0,0
aug_v2a.04773,0,0,0,1
aug_v2a.15191,0,0,0,1
aug_v2a.24549,0,0,0,1
aug_v2a.13427,0,0,0,1
aug_v2a.17714,1,0,0,0
aug_v2a.21327,0,0,0,1
aug_v2a.23146,0,0,0,1
aug_v2a.10880,1,0,0,0
aug_v2a.04300,1,0,0,0
aug_v2a.18777,1,0,0,0
aug_v2a.17747,1,0,0,0
aug_v2a.15376,1,1,0,0
aug_v2a.09374,1,1,0,0
aug_v2a.11049,1,0,0,0
aug_v2a.05768,0,1,0,0
aug_v2a.22042,1,0,0,0
aug_v2a.19841,1,0,0,0
aug_v2a.12174,1,0,0,0
aug_v2a.09949,1,0,0,0
aug_v2a.21127,0,1,0,0
aug_v2a.18891,1,0,0,0
aug_v2a.01389,1,0,0,0
aug_v2a.15026,0,1,0,0
aug_v2a.12428,0,1,0,0
aug_v2a.21807,0,1,0,0
aug_v2a.24697,0,0,0,1
aug_v2a.19124,1,0,0,0
aug_v2a.20055,0,1,0,0
aug_v2a.03439,0,0,0,1
aug_v2a.18409,1,0,0,0
aug_v2a.22567,0,0,0,1
aug_v2a.22566,0,0,0,1
aug_v2a.00725,1,1,0,0
aug_v2a.16887,1,0,0,1
aug_v2a.17851,1,0,0,0
aug_v2a.12190,1,0,0,0
aug_v2a.07843,1,0,0,0
aug_v2a.13556,1,0,0,0
aug_v2a.14756,1,0,0,0
aug_v2a.07817,1,1,0,0
aug_v2a.05745,0,1,0,0
aug_v2a.13847,1,0,0,0
aug_v2a.13492,0,1,0,0
aug_v2a.09396,1,0,0,0
aug_v2a.13118,0,1,0,0
aug_v2a.16585,0,1,0,0
aug_v2a.19335,1,0,0,0
aug_v2a.00907,1,0,0,0
aug_v2a.00132,1,0,0,0
aug_v2a.02773,1,1,0,0
aug_v2a.10617,0,1,0,0
aug_v2a.16672,0,0,0,1
aug_v2a.18745,0,1,0,0
aug_v2a.16016,1,0,0,0
aug_v2a.22560,1,0,0,0
aug_v2a.16724,1,0,0,0
aug_v2a.01481,1,0,0,0
aug_v2a.14275,1,1,0,0
aug_v2a.14274,0,1,0,0
aug_v2a.13960,1,0,0,0
aug_v2a.01445,0,0,0,1
aug_v2a.18315,0,0,0,1
aug_v2a.11140,1,1,0,0
aug_v2a.11993,1,0,0,0
aug_v2a.04852,0,1,0,0
aug_v2a.21541,0,1,0,0
aug_v2a.20470,1,1,0,0
aug_v2a.24106,1,1,0,0
aug_v2a.06030,1,0,0,0
aug_v2a.24014,1,0,0,0
aug_v2a.14767,1,0,0,0
aug_v2a.15919,0,0,0,1
aug_v2a.00789,1,0,0,0
aug_v2a.19601,1,1,0,0
aug_v2a.01132,1,0,0,0
aug_v2a.17316,1,1,0,0
aug_v2a.04870,0,1,0,0
aug_v2a.04871,0,1,0,0
aug_v2a.22339,0,1,0,0
aug_v2a.22801,0,1,0,0
aug_v2a.12591,1,0,0,0
aug_v2a.21931,1,0,0,0
aug_v2a.11766,0,1,0,0
aug_v2a.22822,1,0,0,0
aug_v2a.16664,1,0,0,0
aug_v2a.06717,1,0,0,0
aug_v2a.05965,1,0,0,0
aug_v2a.14868,1,0,0,0
aug_v2a.01623,0,1,0,0
aug_v2a.05899,1,0,0,0
aug_v2a.01167,1,0,0,0
aug_v2a.15918,0,0,0,1
aug_v2a.20406,1,0,0,0
aug_v2a.20407,1,0,0,0
aug_v2a.16692,1,0,0,0
aug_v2a.03387,1,1,0,0
aug_v2a.13548,1,0,0,0
aug_v2a.21142,1,0,0,0
aug_v2a.02722,0,1,0,0
aug_v2a.10757,0,1,0,1
aug_v2a.18879,0,1,0,1
aug_v2a.05265,1,1,0,0
aug_v2a.06312,1,0,0,0
aug_v2a.20279,1,0,0,0
aug_v2a.00109,1,0,0,0
aug_v2a.19145,1,0,0,0
aug_v2a.03737,0,1,0,0
aug_v2a.02818,0,1,0,1
aug_v2a.04708,1,0,0,0
aug_v2a.05072,1,0,0,0
aug_v2a.05074,1,0,0,1
aug_v2a.12016,0,0,0,1
aug_v2a.24219,0,1,0,0
aug_v2a.03300,1,1,0,0
aug_v2a.23846,1,0,0,0
aug_v2a.02823,1,0,0,0
aug_v2a.19742,1,0,0,0
aug_v2a.07543,1,0,0,0
aug_v2a.05479,1,0,0,0
aug_v2a.14522,1,0,0,1
aug_v2a.08991,1,1,0,0
aug_v2a.05981,1,0,0,0
aug_v2a.22980,1,0,0,0
aug_v2a.23881,1,0,0,0
aug_v2a.14538,0,1,0,0
aug_v2a.02006,1,0,0,0
aug_v2a.09066,1,1,0,1
aug_v2a.21640,1,1,0,0
aug_v2a.12298,0,1,0,0
aug_v2a.24668,0,0,0,1
aug_v2a.16499,1,0,0,0
aug_v2a.08636,1,1,0,0
aug_v2a.10596,1,0,0,0
aug_v2a.18079,1,0,0,0
aug_v2a.00929,1,0,0,0
aug_v2a.13411,1,0,0,0
aug_v2a.17256,0,1,0,0
aug_v2a.17634,1,0,0,0
aug_v2a.20387,1,0,0,0
aug_v2a.24422,1,1,0,0
aug_v2a.03208,0,1,0,0
aug_v2a.16500,1,0,0,0
aug_v2a.07659,1,1,0,0
aug_v2a.20927,0,1,0,0
aug_v2a.02592,1,0,0,0
aug_v2a.22946,0,0,0,1
aug_v2a.13413,0,1,0,0
aug_v2a.13414,1,1,0,0
aug_v2a.23252,1,0,0,0
aug_v2a.01711,0,1,0,0
aug_v2a.01712,1,1,0,0
aug_v2a.12131,1,0,0,0
aug_v2a.09977,1,0,0,0
aug_v2a.13142,1,0,0,0
aug_v2a.19785,1,0,0,0
aug_v2a.21194,0,0,0,1
aug_v2a.01594,1,0,0,0
aug_v2a.05329,1,0,0,0
aug_v2a.20972,1,0,0,0
aug_v2a.20722,1,0,0,0
aug_v2a.10852,1,0,0,0
aug_v2a.19474,0,1,0,0
aug_v2a.07447,1,0,0,0
aug_v2a.04163,0,0,0,1
aug_v2a.19051,0,0,0,1
aug_v2a.20735,1,0,0,0
aug_v2a.13984,0,0,0,1
aug_v2a.20955,1,0,0,0
aug_v2a.19360,1,0,0,0
aug_v2a.21101,1,0,0,0
aug_v2a.16946,1,0,0,0
aug_v2a.13822,1,0,0,0
aug_v2a.11247,1,0,0,0
aug_v2a.06163,1,1,0,0
aug_v2a.09143,1,0,0,0
aug_v2a.19484,1,0,0,0
aug_v2a.11362,1,0,0,0
aug_v2a.19188,1,0,0,0
aug_v2a.06162,1,0,0,0
aug_v2a.11246,1,0,0,0
aug_v2a.06687,1,0,0,0
aug_v2a.17880,1,0,0,0
aug_v2a.00721,1,0,0,0
aug_v2a.15667,1,0,0,0
aug_v2a.04033,1,1,0,0
aug_v2a.07276,1,0,0,0
aug_v2a.20147,1,0,0,0
aug_v2a.07152,1,0,0,0
aug_v2a.06598,1,0,0,0
aug_v2a.11787,1,0,0,0
aug_v2a.14121,1,0,0,0
aug_v2a.08200,0,1,0,0
aug_v2a.06911,1,0,0,0
aug_v2a.00206,1,1,0,0
aug_v2a.18884,0,1,0,0
aug_v2a.23512,1,0,0,0
aug_v2a.23550,1,0,0,0
aug_v2a.24069,1,0,0,0
aug_v2a.07592,1,0,0,0
aug_v2a.05373,0,0,0,1
aug_v2a.14883,1,0,0,0
aug_v2a.22117,1,0,0,0
aug_v2a.05787,1,0,0,0
aug_v2a.13228,0,1,0,0
aug_v2a.17571,1,0,0,0
aug_v2a.14197,1,0,0,0
aug_v2a.05091,1,0,0,0
aug_v2a.07306,1,0,0,0
aug_v2a.22315,1,0,0,0
aug_v2a.15934,0,0,0,1
aug_v2a.07151,0,0,0,1
aug_v2a.07772,1,0,0,0
aug_v2a.20968,1,1,0,0
aug_v2a.03602,1,1,0,0
aug_v2a.13466,1,0,0,0
aug_v2a.19721,1,0,0,0
aug_v2a.24064,1,0,0,0
aug_v2a.19232,1,0,0,0
aug_v2a.09140,1,0,0,0
aug_v2a.19877,0,1,0,0
aug_v2a.11607,1,0,0,0
aug_v2a.19467,1,0,0,0
aug_v2a.20851,0,0,0,1
aug_v2a.17229,0,0,0,1
aug_v2a.18545,0,0,0,1
aug_v2a.05222,1,1,0,0
aug_v2a.11031,1,0,0,0
aug_v2a.11890,1,0,0,0
aug_v2a.21927,1,0,0,0
aug_v2a.02972,0,0,0,1
aug_v2a.24209,1,0,0,0
aug_v2a.04283,1,0,0,0
aug_v2a.12137,1,0,0,0
aug_v2a.01579,1,1,0,0
aug_v2a.09888,1,0,0,0
aug_v2a.20254,1,1,0,0
aug_v2a.20393,1,0,0,0
aug_v2a.04681,1,0,0,0
aug_v2a.19735,1,0,0,0
aug_v2a.13672,1,0,0,0
aug_v2a.16151,1,0,0,1
aug_v2a.10106,1,0,0,0
aug_v2a.11785,1,1,0,0
aug_v2a.21282,1,0,0,0
aug_v2a.04910,1,0,0,0
aug_v2a.23439,1,0,0,0
aug_v2a.06213,0,1,0,0
aug_v2a.10388,0,1,0,0
aug_v2a.24168,1,1,0,0
aug_v2a.19690,1,0,0,0
aug_v2a.11196,1,1,0,0
aug_v2a.16265,1,0,0,0
aug_v2a.09798,1,0,0,0
aug_v2a.04086,1,1,0,0
aug_v2a.06310,1,0,0,0
aug_v2a.09483,1,0,0,0
aug_v2a.11446,0,1,0,0
aug_v2a.17583,1,0,0,0
aug_v2a.04706,1,0,0,0
aug_v2a.10605,1,0,0,0
aug_v2a.01348,0,0,0,1
aug_v2a.23833,1,0,0,0
aug_v2a.07968,1,0,0,0
aug_v2a.10987,1,0,0,0
aug_v2a.04222,0,1,0,1
aug_v2a.02552,1,1,0,0
aug_v2a.03906,1,0,0,0
aug_v2a.18563,0,1,0,0
aug_v2a.11156,1,0,0,0
aug_v2a.13678,1,0,0,0
aug_v2a.13679,1,0,0,0
aug_v2a.15516,1,0,0,0
aug_v2a.08486,1,0,0,0
aug_v2a.18088,0,1,0,0
aug_v2a.20583,1,0,0,0
aug_v2a.15192,0,0,0,1
aug_v2a.17478,0,0,0,1
aug_v2a.21530,1,0,0,0
aug_v2a.14359,1,0,0,0
aug_v2a.00127,1,0,0,0
aug_v2a.15648,1,1,0,0
aug_v2a.19969,1,0,0,0
aug_v2a.00553,1,0,0,0
aug_v2a.07320,1,0,0,0
aug_v2a.10584,1,0,0,0
aug_v2a.20912,1,0,0,0
aug_v2a.17712,1,1,0,0
aug_v2a.10501,0,1,0,0
aug_v2a.01518,1,0,0,0
aug_v2a.19279,1,0,0,1
aug_v2a.01722,1,0,0,0
aug_v2a.09380,1,0,0,1
aug_v2a.17172,1,0,0,0
aug_v2a.01392,1,1,0,0
aug_v2a.23317,1,1,0,0
aug_v2a.21547,1,0,0,0
aug_v2a.20345,1,0,0,0
aug_v2a.04710,1,1,0,1
aug_v2a.14336,0,0,0,1
aug_v2a.00878,1,0,0,0
aug_v2a.18391,1,0,0,0
aug_v2a.01558,0,1,0,0
aug_v2a.15598,0,0,0,1
aug_v2a.15596,0,0,0,1
aug_v2a.00365,1,0,0,0
aug_v2a.03310,1,0,0,0
aug_v2a.09926,1,0,0,0
aug_v2a.13554,1,0,0,0
aug_v2a.02759,1,0,0,0
