Name,AH.d1,AH.d3,SC.d1,SC.d3
aug_v2a.06411,0,1,0,0
aug_v2a.19864,1,0,0,0
aug_v2a.07596,1,0,0,0
aug_v2a.10680,0,1,0,0
aug_v2a.21713,1,0,0,0
aug_v2a.18023,0,1,0,0
aug_v2a.16146,0,1,0,0
aug_v2a.23262,1,0,0,0
aug_v2a.02429,0,0,0,1
aug_v2a.03342,0,0,0,1
aug_v2a.23094,0,0,0,1
aug_v2a.07882,1,0,0,0
aug_v2a.12809,1,0,0,0
aug_v2a.12328,1,0,0,0
aug_v2a.09927,1,0,0,0
aug_v2a.02496,1,0,0,0
aug_v2a.11335,0,1,0,0
aug_v2a.16900,1,1,0,0
aug_v2a.11682,1,0,0,0
aug_v2a.16927,1,1,0,0
aug_v2a.10948,0,0,0,1
aug_v2a.14894,0,0,0,1
aug_v2a.02096,1,0,0,0
aug_v2a.06293,1,1,0,0
aug_v2a.11744,1,0,0,0
aug_v2a.22473,0,1,0,0
aug_v2a.20776,1,0,0,0
aug_v2a.02713,1,1,0,0
aug_v2a.01427,0,1,0,0
aug_v2a.17464,0,1,0,1
aug_v2a.19542,0,1,0,0
aug_v2a.01838,0,1,0,0
aug_v2a.01839,0,1,0,0
aug_v2a.16802,0,1,0,0
aug_v2a.01497,1,0,0,0
aug_v2a.05200,0,0,0,1
aug_v2a.19504,1,0,0,0
aug_v2a.06432,1,0,0,0
aug_v2a.22764,1,0,0,0
aug_v2a.03836,1,0,0,0
aug_v2a.23489,1,0,0,0
aug_v2a.05618,0,1,0,0
aug_v2a.15291,1,0,0,0
aug_v2a.01319,0,1,0,0
aug_v2a.03715,1,0,0,0
aug_v2a.14167,1,0,0,0
aug_v2a.13887,1,0,0,0
aug_v2a.23899,1,0,0,0
aug_v2a.02427,1,0,0,0
aug_v2a.17235,1,1,0,0
aug_v2a.07786,1,1,0,1
aug_v2a.01551,1,0,0,0
aug_v2a.02229,1,0,0,0
aug_v2a.15887,1,1,0,0
aug_v2a.02771,1,0,0,0
aug_v2a.24084,1,0,0,0
aug_v2a.01503,0,1,0,0
aug_v2a.18992,1,0,0,0
aug_v2a.12938,0,1,0,0
aug_v2a.21172,1,0,0,0
aug_v2a.08642,1,0,0,0
aug_v2a.12997,1,1,0,0
aug_v2a.15784,1,0,0,0
aug_v2a.09444,1,0,0,0
aug_v2a.12035,1,0,0,0
aug_v2a.17910,1,0,0,0
aug_v2a.12036,1,0,0,0
aug_v2a.22736,1,0,0,0
aug_v2a.08698,1,1,0,0
aug_v2a.04928,0,1,0,1
aug_v2a.08929,1,0,0,0
aug_v2a.00941,1,0,0,0
aug_v2a.15778,1,0,0,0
aug_v2a.09633,1,0,0,0
aug_v2a.09351,1,0,0,0
aug_v2a.20980,1,0,0,0
aug_v2a.13279,1,0,0,0
aug_v2a.00263,1,0,0,0
aug_v2a.21009,0,0,0,1
aug_v2a.04100,1,1,0,0
aug_v2a.16929,1,0,0,0
aug_v2a.05183,1,0,0,0
aug_v2a.09672,1,0,0,0
aug_v2a.12168,1,0,0,0
aug_v2a.15126,0,1,0,0
aug_v2a.14048,1,0,0,0
aug_v2a.19872,0,1,0,0
aug_v2a.22668,0,1,0,0
aug_v2a.23568,0,1,0,0
aug_v2a.10702,1,0,0,0
aug_v2a.11772,0,1,0,0
aug_v2a.12881,1,0,0,0
aug_v2a.16824,1,1,0,0
aug_v2a.21564,1,0,0,0
aug_v2a.20771,1,0,0,0
aug_v2a.06372,1,1,0,0
aug_v2a.03159,0,0,0,1
aug_v2a.08499,0,1,0,0
aug_v2a.14455,0,1,0,0
aug_v2a.24626,1,0,0,0
aug_v2a.05774,1,0,0,0
aug_v2a.02440,1,1,0,0
aug_v2a.12128,1,0,0,0
aug_v2a.06442,0,1,0,1
aug_v2a.15709,1,0,0,0
aug_v2a.18831,1,1,0,0
aug_v2a.17410,1,0,0,0
aug_v2a.16592,1,0,0,0
aug_v2a.01106,0,1,0,0
aug_v2a.19925,1,0,0,0
aug_v2a.11646,1,0,0,0
aug_v2a.08854,1,0,0,0
aug_v2a.09424,1,0,0,1
aug_v2a.15076,1,0,0,0
aug_v2a.15293,1,0,0,0
aug_v2a.21230,1,0,0,0
aug_v2a.15292,1,0,0,0
aug_v2a.14520,1,0,0,0
aug_v2a.12672,1,0,0,0
aug_v2a.06384,1,0,0,0
aug_v2a.18348,1,0,0,0
aug_v2a.06920,1,1,0,0
aug_v2a.04562,1,0,0,0
aug_v2a.17115,0,0,0,1
aug_v2a.07604,1,0,0,0
aug_v2a.04317,1,1,0,0
aug_v2a.16515,0,1,0,0
aug_v2a.21003,0,1,0,0
aug_v2a.18384,1,0,0,0
aug_v2a.10685,0,1,0,1
aug_v2a.02807,1,0,0,0
aug_v2a.10723,1,0,0,0
aug_v2a.04340,1,0,0,0
aug_v2a.17308,1,0,0,0
aug_v2a.06607,1,1,0,0
aug_v2a.20963,1,0,0,0
aug_v2a.21371,0,1,0,0
aug_v2a.01234,1,0,0,0
aug_v2a.13199,0,0,0,1
aug_v2a.08235,0,0,0,1
aug_v2a.00264,0,0,0,1
aug_v2a.01111,1,0,0,0
aug_v2a.16619,1,0,0,0
aug_v2a.14686,1,0,0,0
aug_v2a.05313,1,0,0,0
aug_v2a.16639,1,0,0,0
aug_v2a.20132,1,0,0,0
aug_v2a.21582,1,0,0,0
aug_v2a.14584,1,1,0,0
aug_v2a.19117,1,1,0,0
aug_v2a.23470,1,0,0,0
aug_v2a.10671,0,1,0,0
aug_v2a.17757,1,0,0,0
aug_v2a.13880,0,1,0,0
aug_v2a.03421,0,0,0,1
aug_v2a.11098,1,0,0,0
aug_v2a.02210,1,0,0,0
aug_v2a.22972,1,0,0,0
aug_v2a.10937,0,1,0,0
aug_v2a.11581,1,0,0,0
aug_v2a.16596,1,0,0,0
aug_v2a.20180,1,0,0,0
aug_v2a.02127,1,0,0,0
aug_v2a.15756,0,0,0,1
aug_v2a.17777,0,0,0,1
aug_v2a.17776,0,0,0,1
aug_v2a.15791,1,0,0,0
aug_v2a.01125,1,0,0,0
aug_v2a.01126,1,0,0,0
aug_v2a.21946,1,0,0,0
aug_v2a.21002,1,0,0,0
aug_v2a.14205,1,0,0,0
aug_v2a.19950,0,0,0,1
aug_v2a.23003,1,0,0,0
aug_v2a.10387,1,0,0,0
aug_v2a.12737,0,0,0,1
aug_v2a.13722,1,0,0,0
aug_v2a.09216,1,1,0,0
aug_v2a.03304,1,0,0,0
aug_v2a.01124,1,0,0,0
aug_v2a.19391,0,0,0,1
aug_v2a.10853,1,0,0,0
aug_v2a.02353,1,0,0,0
aug_v2a.00696,1,0,0,0
aug_v2a.04668,1,0,0,0
aug_v2a.20244,1,0,0,0
aug_v2a.22388,0,1,0,0
aug_v2a.18458,1,1,0,0
aug_v2a.16576,0,1,0,1
aug_v2a.14614,1,1,0,0
aug_v2a.09078,0,0,0,1
aug_v2a.00828,1,1,0,0
aug_v2a.06048,1,0,0,0
aug_v2a.21613,1,0,0,0
aug_v2a.13874,1,0,0,0
aug_v2a.10896,1,0,0,0
aug_v2a.05882,1,0,0,0
aug_v2a.03924,1,1,0,0
aug_v2a.24121,0,1,0,0
aug_v2a.19922,1,0,0,0
aug_v2a.14758,0,1,0,0
aug_v2a.22164,1,0,0,0
aug_v2a.04111,1,0,0,0
aug_v2a.20159,1,0,0,0
aug_v2a.18837,1,0,0,0
aug_v2a.19197,1,0,0,0
aug_v2a.04022,1,0,0,0
aug_v2a.18771,1,0,0,0
aug_v2a.15690,1,0,0,0
aug_v2a.14277,1,0,0,0
aug_v2a.04004,1,0,0,0
aug_v2a.08014,0,0,0,1
aug_v2a.12003,0,0,0,1
aug_v2a.11855,1,0,0,0
aug_v2a.03617,1,0,0,0
aug_v2a.16917,1,0,0,0
aug_v2a.11482,0,1,0,0
aug_v2a.03183,0,1,0,0
aug_v2a.07390,1,1,0,0
aug_v2a.22590,0,1,0,0
aug_v2a.16292,0,1,0,0
aug_v2a.01650,1,1,0,0
aug_v2a.21727,1,0,0,0
aug_v2a.13448,1,0,0,0
aug_v2a.15353,1,0,0,0
aug_v2a.10375,1,0,0,0
aug_v2a.09892,1,1,0,0
aug_v2a.20941,1,0,0,0
aug_v2a.20219,1,1,0,0
aug_v2a.20337,1,0,0,0
aug_v2a.16360,1,0,0,0
aug_v2a.22052,1,0,0,0
aug_v2a.12786,1,0,0,0
aug_v2a.05288,1,1,0,0
aug_v2a.03313,1,1,0,0
aug_v2a.11427,1,1,0,0
aug_v2a.03314,1,1,0,0
aug_v2a.16913,1,0,0,0
aug_v2a.14104,1,0,0,0
aug_v2a.04860,1,1,0,0
aug_v2a.08911,1,1,0,0
aug_v2a.01365,1,0,0,0
aug_v2a.10771,1,0,0,0
aug_v2a.09307,1,0,0,0
aug_v2a.09945,1,0,0,0
aug_v2a.24539,1,0,0,0
aug_v2a.06514,0,0,0,1
aug_v2a.00830,1,1,0,0
aug_v2a.01760,0,1,0,0
aug_v2a.19858,1,0,0,0
aug_v2a.24105,0,1,0,0
aug_v2a.18691,1,0,0,0
aug_v2a.04538,1,0,0,0
aug_v2a.21922,1,0,0,0
aug_v2a.20772,0,1,0,0
aug_v2a.24096,1,0,0,0
aug_v2a.00355,0,0,0,1
aug_v2a.23385,1,0,0,0
aug_v2a.05920,1,0,0,0
aug_v2a.14192,1,0,0,0
aug_v2a.11417,0,0,0,1
aug_v2a.13348,1,1,0,0
aug_v2a.08822,1,1,0,0
aug_v2a.08824,1,0,0,0
aug_v2a.22897,0,1,0,0
aug_v2a.07137,0,1,0,0
aug_v2a.11079,0,1,0,0
aug_v2a.19313,0,1,0,0
aug_v2a.11078,0,1,0,0
aug_v2a.07798,1,1,0,0
aug_v2a.19305,1,0,0,0
aug_v2a.08813,1,0,0,0
aug_v2a.07908,1,0,0,0
aug_v2a.18555,1,0,0,0
aug_v2a.18176,1,0,0,0
aug_v2a.15933,1,0,0,0
aug_v2a.00062,1,0,0,0
aug_v2a.18756,1,0,0,0
aug_v2a.19772,1,0,0,0
aug_v2a.13799,1,1,0,0
aug_v2a.07488,1,0,0,0
aug_v2a.15626,1,0,0,0
aug_v2a.10679,1,1,0,0
aug_v2a.12952,1,1,0,0
aug_v2a.05023,1,0,0,0
aug_v2a.01787,1,1,0,1
aug_v2a.00092,1,0,0,0
aug_v2a.10547,1,0,0,0
aug_v2a.23579,1,0,0,0
aug_v2a.08988,1,0,0,0
aug_v2a.18277,1,0,0,0
aug_v2a.15853,1,0,0,0
aug_v2a.09909,1,0,0,0
aug_v2a.00297,1,1,0,0
aug_v2a.00298,0,1,0,0
aug_v2a.14153,1,0,0,0
aug_v2a.09417,1,0,0,0
aug_v2a.07764,1,0,0,1
aug_v2a.17696,0,0,0,1
aug_v2a.18581,1,0,0,0
aug_v2a.15748,1,1,0,0
aug_v2a.07487,0,1,0,1
aug_v2a.01529,1,0,0,0
aug_v2a.03828,1,0,0,0
aug_v2a.02849,1,0,0,0
aug_v2a.13605,1,1,0,0
aug_v2a.20036,1,0,0,1
aug_v2a.02727,0,0,0,1
aug_v2a.17023,0,1,0,0
aug_v2a.22472,1,0,0,0
aug_v2a.10925,1,0,0,0
aug_v2a.14164,1,1,0,0
aug_v2a.03392,0,1,0,0
aug_v2a.18105,1,1,0,0
aug_v2a.14072,1,0,0,0
aug_v2a.09563,1,0,0,0
aug_v2a.11341,1,0,0,0
aug_v2a.22236,1,0,0,0
aug_v2a.16557,1,0,0,0
aug_v2a.03605,1,0,0,0
aug_v2a.03829,1,0,0,0
aug_v2a.15968,1,0,0,0
aug_v2a.23650,1,1,0,0
aug_v2a.09270,1,0,0,0
aug_v2a.09454,1,0,0,0
aug_v2a.18513,1,0,0,0
aug_v2a.18988,1,0,0,0
aug_v2a.00435,1,0,0,1
aug_v2a.24546,1,1,0,0
aug_v2a.08061,1,0,0,0
aug_v2a.18019,1,0,0,0
aug_v2a.15240,1,0,0,0
aug_v2a.23871,1,0,0,0
aug_v2a.15963,1,0,0,0
aug_v2a.17693,1,0,0,0
aug_v2a.24596,1,0,0,0
aug_v2a.01807,1,0,0,0
aug_v2a.21167,1,0,0,0
aug_v2a.00377,0,1,0,0
aug_v2a.11094,1,0,0,0
aug_v2a.21841,1,0,0,0
aug_v2a.23976,1,0,0,0
aug_v2a.19025,1,0,0,0
aug_v2a.23763,1,0,0,1
aug_v2a.09341,1,0,0,0
aug_v2a.04593,1,0,0,0
aug_v2a.15925,0,1,0,0
aug_v2a.04320,0,1,0,0
aug_v2a.18574,1,0,0,0
aug_v2a.09934,1,0,0,0
aug_v2a.10735,1,0,0,0
aug_v2a.21688,1,0,0,0
aug_v2a.22999,1,0,0,0
aug_v2a.00147,1,0,0,0
aug_v2a.15057,1,0,0,1
aug_v2a.19137,0,1,0,0
aug_v2a.14641,1,0,0,0
aug_v2a.18799,1,0,0,0
aug_v2a.22314,1,0,0,0
aug_v2a.19280,0,0,0,1
aug_v2a.07484,1,0,0,0
aug_v2a.15341,1,0,0,0
aug_v2a.19576,1,1,0,0
aug_v2a.15967,1,0,0,0
aug_v2a.13831,1,0,0,0
aug_v2a.13586,1,0,0,0
aug_v2a.17447,1,0,0,0
aug_v2a.18278,0,1,0,0
aug_v2a.24485,1,0,0,0
aug_v2a.22622,1,0,0,0
aug_v2a.09912,1,0,0,0
aug_v2a.02073,1,1,0,0
aug_v2a.13486,1,0,0,0
aug_v2a.23518,1,1,0,0
aug_v2a.17415,1,0,0,0
aug_v2a.00902,1,1,0,0
aug_v2a.00904,0,0,0,1
aug_v2a.13914,1,0,0,0
aug_v2a.03061,1,0,0,0
aug_v2a.09190,1,1,0,0
aug_v2a.14154,1,0,0,0
aug_v2a.00635,1,0,0,0
aug_v2a.18445,0,1,0,0
aug_v2a.20336,1,0,0,0
aug_v2a.03480,1,0,0,0
aug_v2a.16768,1,0,0,0
aug_v2a.14174,1,0,0,0
aug_v2a.08152,1,0,0,0
aug_v2a.12312,0,1,0,0
aug_v2a.06671,1,0,0,0
aug_v2a.08866,1,0,0,0
aug_v2a.24057,0,1,0,0
aug_v2a.13812,1,0,0,0
aug_v2a.03221,1,0,0,1
aug_v2a.20027,1,0,0,0
aug_v2a.18446,1,0,0,0
aug_v2a.15745,1,0,0,0
aug_v2a.16789,0,0,0,1
aug_v2a.15445,1,0,0,0
aug_v2a.00911,1,0,0,0
aug_v2a.22689,1,1,0,0
aug_v2a.07231,1,0,0,0
aug_v2a.16088,1,0,0,0
aug_v2a.19535,0,1,0,0
aug_v2a.00706,1,0,0,0
aug_v2a.06146,1,1,0,1
aug_v2a.12835,1,1,0,0
aug_v2a.05156,0,1,0,0
aug_v2a.16924,0,1,0,1
aug_v2a.24190,0,1,0,1
aug_v2a.11629,1,0,0,0
aug_v2a.10017,1,0,0,0
aug_v2a.11034,1,0,0,0
aug_v2a.07427,1,0,0,0
aug_v2a.17011,1,0,0,0
aug_v2a.20718,1,0,0,0
aug_v2a.01957,1,1,0,0
aug_v2a.20360,1,0,0,0
aug_v2a.20361,1,0,0,0
aug_v2a.20362,1,0,0,0
aug_v2a.20364,1,0,0,0
aug_v2a.20365,1,0,0,0
aug_v2a.16723,1,0,0,0
aug_v2a.01340,1,0,0,0
aug_v2a.01435,0,0,0,1
aug_v2a.22903,1,0,0,0
aug_v2a.13321,1,0,0,0
aug_v2a.19466,1,0,0,0
aug_v2a.17226,1,0,0,0
aug_v2a.17559,1,0,0,0
aug_v2a.18302,1,0,0,0
aug_v2a.01526,1,0,0,0
aug_v2a.05493,1,0,0,0
aug_v2a.05685,1,0,0,0
aug_v2a.10545,1,0,0,0
aug_v2a.04426,1,0,0,0
aug_v2a.20961,1,0,0,1
aug_v2a.22908,1,0,0,0
aug_v2a.21989,1,0,0,0
aug_v2a.21404,1,0,0,0
aug_v2a.10632,0,1,0,0
aug_v2a.00821,1,1,0,1
aug_v2a.03517,1,0,0,0
aug_v2a.02205,1,0,0,0
aug_v2a.09918,1,0,0,0
aug_v2a.09990,1,1,0,0
aug_v2a.21330,1,0,0,0
aug_v2a.01401,1,0,0,0
aug_v2a.14953,1,0,0,0
aug_v2a.18966,0,1,0,1
aug_v2a.02765,1,0,0,1
aug_v2a.06543,1,0,0,0
aug_v2a.04897,1,0,0,0
aug_v2a.11245,0,1,0,0
aug_v2a.00702,0,1,0,1
aug_v2a.14162,0,1,0,1
aug_v2a.06568,1,0,0,0
aug_v2a.07229,1,0,0,0
aug_v2a.07184,0,1,0,0
aug_v2a.07455,0,1,0,0
aug_v2a.10311,1,0,0,0
aug_v2a.03233,1,0,0,0
aug_v2a.09800,1,0,0,0
aug_v2a.08509,1,0,0,0
aug_v2a.20549,1,0,0,0
aug_v2a.05526,1,0,0,0
aug_v2a.08652,1,0,0,0
aug_v2a.06495,0,1,0,0
aug_v2a.00571,1,0,0,0
aug_v2a.12308,0,1,0,0
aug_v2a.08476,1,1,0,0
aug_v2a.17461,1,0,0,0
aug_v2a.17334,1,0,0,0
aug_v2a.11767,1,0,0,0
aug_v2a.12101,1,0,0,0
aug_v2a.24452,1,1,0,0
aug_v2a.06839,1,0,0,0
aug_v2a.08059,1,0,0,0
aug_v2a.14495,1,0,0,0
aug_v2a.20815,1,1,0,0
aug_v2a.21993,0,1,0,0
aug_v2a.04256,1,0,0,0
aug_v2a.11452,0,1,0,0
aug_v2a.10247,1,0,0,0
aug_v2a.06719,1,1,0,0
aug_v2a.23095,1,0,0,0
aug_v2a.21289,0,0,0,1
aug_v2a.13264,0,0,0,1
aug_v2a.07632,0,0,0,1
aug_v2a.12520,0,1,0,0
aug_v2a.14168,1,0,0,0
aug_v2a.11820,0,0,0,1
aug_v2a.12144,0,0,0,1
aug_v2a.01692,1,0,0,0
aug_v2a.08727,1,1,0,0
aug_v2a.13126,0,1,0,0
aug_v2a.09097,1,0,0,0
aug_v2a.18945,1,0,0,0
aug_v2a.08857,1,0,0,0
aug_v2a.12032,1,1,0,0
aug_v2a.04724,1,0,0,0
aug_v2a.21748,1,0,0,0
aug_v2a.05962,1,0,0,0
aug_v2a.10411,0,1,0,0
aug_v2a.01176,0,0,0,1
aug_v2a.05505,0,0,0,1
aug_v2a.12228,0,1,0,0
aug_v2a.02618,0,1,0,0
aug_v2a.22137,1,1,0,1
aug_v2a.10577,1,0,0,0
aug_v2a.00806,1,0,0,0
aug_v2a.22268,1,0,0,0
aug_v2a.15985,1,0,0,0
aug_v2a.11989,1,0,0,0
aug_v2a.18195,0,0,0,1
aug_v2a.24367,1,0,0,0
aug_v2a.17845,1,0,0,0
aug_v2a.00391,1,0,0,0
aug_v2a.00392,1,0,0,0
aug_v2a.20375,1,0,0,0
aug_v2a.12992,1,1,0,0
aug_v2a.19061,1,0,0,0
aug_v2a.20292,1,1,0,0
aug_v2a.08967,1,1,0,0
aug_v2a.24607,1,0,0,0
aug_v2a.21732,1,0,0,0
aug_v2a.21071,1,0,0,0
aug_v2a.06026,1,0,0,0
aug_v2a.10101,1,0,0,0
aug_v2a.14523,1,0,0,0
aug_v2a.15233,0,0,0,1
aug_v2a.09005,0,0,0,1
aug_v2a.16830,1,0,0,0
aug_v2a.17709,0,0,0,1
aug_v2a.19294,1,0,0,0
aug_v2a.08924,1,0,0,0
aug_v2a.23068,1,0,0,0
aug_v2a.00701,1,0,0,1
aug_v2a.10241,1,0,0,0
aug_v2a.12380,1,0,0,0
aug_v2a.19635,1,0,0,0
aug_v2a.22267,1,1,0,0
aug_v2a.02307,1,0,0,0
aug_v2a.00452,1,0,0,0
aug_v2a.14360,0,1,0,1
aug_v2a.17584,0,1,0,1
aug_v2a.19611,0,1,0,0
aug_v2a.15638,1,0,0,0
aug_v2a.18636,1,0,0,0
aug_v2a.09405,0,0,0,1
aug_v2a.13731,1,0,0,0
aug_v2a.10065,0,1,0,1
aug_v2a.24195,1,0,0,0
aug_v2a.07985,0,1,0,1
aug_v2a.10636,1,0,0,0
aug_v2a.21131,1,0,0,0
aug_v2a.08388,0,1,0,0
aug_v2a.24311,0,1,0,0
aug_v2a.05070,1,0,0,0
aug_v2a.24348,0,1,0,0
aug_v2a.22328,1,0,0,0
aug_v2a.07874,1,0,0,0
aug_v2a.12808,1,0,0,0
aug_v2a.00778,1,0,0,0
aug_v2a.23285,1,0,0,0
aug_v2a.20199,1,0,0,0
aug_v2a.00274,1,0,0,0
aug_v2a.23748,1,0,0,0
aug_v2a.22260,0,1,0,0
aug_v2a.19997,1,0,0,0
aug_v2a.17022,1,0,0,0
aug_v2a.23219,1,0,0,0
aug_v2a.13583,1,1,0,0
aug_v2a.10098,0,0,0,1
aug_v2a.13597,1,0,0,0
aug_v2a.19790,1,0,0,0
aug_v2a.10867,1,0,0,0
aug_v2a.06302,0,1,0,0
aug_v2a.09583,1,0,0,0
aug_v2a.02639,0,1,0,0
aug_v2a.18564,0,1,0,0
aug_v2a.12081,1,0,0,0
aug_v2a.00106,0,1,0,0
aug_v2a.23048,1,0,0,0
aug_v2a.23863,1,1,0,0
aug_v2a.03006,0,1,0,0
aug_v2a.24723,0,0,0,1
aug_v2a.11997,1,0,0,0
aug_v2a.17210,1,1,0,0
aug_v2a.14739,0,1,0,0
aug_v2a.13055,1,0,0,0
aug_v2a.22799,0,1,0,0
aug_v2a.05195,1,0,0,0
aug_v2a.05678,1,0,0,0
aug_v2a.14970,1,0,0,0
aug_v2a.16362,0,1,0,1
aug_v2a.24276,1,0,0,0
aug_v2a.02763,1,0,0,0
aug_v2a.13890,0,1,0,0
aug_v2a.16377,0,1,0,0
aug_v2a.09591,1,0,0,0
aug_v2a.13900,1,0,0,0
aug_v2a.08128,1,1,0,0
aug_v2a.01217,1,1,0,0
aug_v2a.01117,1,0,0,0
aug_v2a.23768,1,0,0,0
aug_v2a.12551,1,0,0,0
aug_v2a.03215,1,0,0,0
aug_v2a.16862,1,0,0,0
aug_v2a.01572,1,0,0,0
aug_v2a.20756,0,1,0,0
aug_v2a.17095,1,0,0,0
aug_v2a.07947,1,0,0,0
aug_v2a.15050,1,0,0,0
aug_v2a.03075,0,0,0,1
aug_v2a.05719,0,1,0,0
aug_v2a.23577,0,1,0,0
aug_v2a.09282,1,0,0,0
aug_v2a.20766,1,0,0,0
aug_v2a.15704,1,1,0,0
aug_v2a.18550,1,0,0,0
aug_v2a.05377,1,0,0,0
aug_v2a.20299,1,0,0,0
aug_v2a.22368,1,1,0,1
aug_v2a.13286,0,1,0,0
aug_v2a.20138,1,0,0,0
aug_v2a.06355,0,0,0,1
aug_v2a.09388,1,0,0,0
aug_v2a.16962,1,0,0,0
aug_v2a.17118,0,0,0,1
aug_v2a.17119,0,0,0,1
aug_v2a.21573,1,0,0,0
aug_v2a.23797,0,0,0,1
aug_v2a.09093,0,0,0,1
aug_v2a.15098,0,0,0,1
aug_v2a.13256,0,1,0,0
aug_v2a.01178,1,1,0,0
aug_v2a.01783,1,1,0,1
aug_v2a.13172,0,1,0,0
aug_v2a.07933,1,0,0,0
aug_v2a.13403,1,0,0,0
aug_v2a.10714,1,1,0,0
aug_v2a.19759,1,1,0,0
aug_v2a.13212,0,1,0,1
aug_v2a.07991,0,0,0,1
aug_v2a.02406,1,0,0,0
aug_v2a.15559,0,0,0,1
aug_v2a.11542,1,0,0,0
aug_v2a.16914,1,0,0,0
aug_v2a.20834,1,0,0,0
aug_v2a.24025,1,0,0,0
aug_v2a.23884,1,0,0,0
aug_v2a.10049,1,0,0,0
aug_v2a.20860,1,0,0,0
aug_v2a.23795,1,0,0,0
aug_v2a.05918,1,0,0,0
aug_v2a.13929,0,0,0,1
aug_v2a.19226,0,0,0,1
aug_v2a.13697,1,0,0,0
aug_v2a.06918,1,0,0,0
aug_v2a.23214,0,1,0,1
aug_v2a.23355,1,0,0,0
aug_v2a.22241,0,0,0,1
aug_v2a.22242,0,0,0,1
aug_v2a.16606,1,0,0,0
aug_v2a.24207,1,0,0,0
aug_v2a.02995,1,0,0,0
aug_v2a.02599,1,0,0,0
aug_v2a.02770,1,0,0,0
aug_v2a.13944,1,0,0,0
aug_v2a.07930,1,0,0,0
aug_v2a.14392,1,0,0,0
aug_v2a.24062,0,0,0,1
aug_v2a.08259,0,0,0,1
aug_v2a.03999,1,0,0,0
aug_v2a.20353,1,0,0,0
aug_v2a.17123,1,0,0,0
aug_v2a.20556,1,0,0,0
aug_v2a.08379,0,0,0,1
aug_v2a.10700,0,1,0,1
aug_v2a.04150,1,0,0,0
aug_v2a.14110,1,0,0,0
aug_v2a.19713,1,0,0,0
aug_v2a.06599,1,0,0,0
aug_v2a.11368,0,1,0,0
aug_v2a.23250,0,1,0,0
aug_v2a.17293,1,0,0,0
aug_v2a.03382,0,0,0,1
aug_v2a.20051,1,0,0,0
aug_v2a.02148,1,0,0,0
